"avgAnnCount"	"avgDeathsPerYear"	"TARGET_deathRate"	"incidenceRate"	"medIncome"	"popEst2015"	"povertyPercent"	"studyPerCap"	"binnedInc"	"MedianAge"	"MedianAgeMale"	"MedianAgeFemale"	"Geography"	"State"	"Region.CAT."	"AvgHouseholdSize"	"PercentMarried"	"PctNoHS18_24"	"PctHS18_24"	"PctSomeCol18_24"	"PctBachDeg18_24"	"PctHS25_Over"	"PctBachDeg25_Over"	"PctEmployed16_Over"	"PctUnemployed16_Over"	"PctPrivateCoverage"	"PctPrivateCoverageAlone"	"PctEmpPrivCoverage"	"PctPublicCoverage"	"PctPublicCoverageAlone"	"PctWhite"	"PctBlack"	"PctAsian"	"PctOtherRace"	"PctMarriedHouseholds"	"BirthRate"	"NOTINUSE1"	"NOTINUSE2"
1588	586	168.9	470.8	48554	330700	17.7	33.26277593	"(48021.6, 51046.4]"	35.8	34.6	37.3	"Marion County, Oregon"	"Oregon"	"West"	2.75	49.1	17	35.5	42.6	4.9	27.2	14.5	55.1	10.7	61	46.5	41.2	38	22.9	81.69177038	1.021471947	1.834133002	8.432866525	50.02280782	6.037989127	""	""
416	153	165.5	469.8	52626	79391	14.1	0	"(51046.4, 54545.6]"	37.4	36.4	38.5	"Polk County, Oregon"	"Oregon"	"West"	2.65	51.8	10.8	27.6	57.3	4.3	26.8	18.1	53.4	10.8	69.4	51	45.4	36.1	18.2	87.54141644	0.679488507	2.098001657	2.724425347	53.57017359	4.832893816	""	""
66	26	141	403.7	51754	10897	10.9	0	"(51046.4, 54545.6]"	45.4	44.1	47.6	"Walsh County, North Dakota"	"North Dakota"	"Midwest"	2.15	58.7	30.1	23.5	NA	6.4	36	12.9	61.7	3.3	74.4	55.2	44	32.9	12.8	90.41344843	0.245343026	0.517946388	5.815538392	52.52586732	5.591612581	""	""
271	105	192.1	489.6	34216	65886	29.9	15.17773123	"[22640, 34218.1]"	28	27.5	28.6	"Athens County, Ohio"	"Ohio"	"Midwest"	2.47	35.1	2.3	15.7	NA	7	32.3	13.9	47.7	10.9	70.6	58.6	51.4	31.3	18.6	91.04257087	2.328623757	3.336719303	0.333979746	40.43404785	2.52476505	""	""
269	110	189.7	484.8	52650	45876	8.3	0	"(51046.4, 54545.6]"	41	39.8	42.2	"Auglaize County, Ohio"	"Ohio"	"Midwest"	2.49	58.4	16.5	39.9	NA	4.7	43.9	11.6	63.4	5	78.2	NA	55.4	30.7	14.2	97.39280187	0.451245831	0.512283914	0.364048569	56.72511405	6.028766704	""	""
814	360	200.6	471.1	42029	135959	18.2	478.0853051	"(40362.7, 42724.4]"	41	39.8	42	"Clark County, Ohio"	"Ohio"	"Midwest"	2.44	48.4	16.1	34.7	44.1	5.1	36.4	11.5	54.1	10	64.9	47.8	43.6	40.9	23.2	86.24101968	8.512939698	0.724272256	1.196401295	46.15847762	5.319358009	""	""
624	259	178.3	445.6	42645	104806	15.9	76.33150774	"(40362.7, 42724.4]"	43.2	42.1	44.7	"Columbiana County, Ohio"	"Ohio"	"Midwest"	2.43	51.9	18	40.1	NA	4.9	46.5	9.5	54.1	9	63.5	47.3	43.5	39.2	22	95.25602197	2.30499967	0.336833763	0.458546803	50.84943094	6.225449895	""	""
7637	3091	187.1	485	44138	1255921	19.6	555.7674408	"(42724.4, 45201]"	40.4	38.4	42.1	"Cuyahoga County, Ohio"	"Ohio"	"Midwest"	2.31	40.5	17.1	29.6	40.7	12.6	28.3	18	56.4	10.6	65.3	51.7	47.2	37.3	22.5	63.60774199	29.68819393	2.775277492	1.207261938	36.95193176	4.879604208	""	""
183	94	181.2	359.6	54666	42537	10.5	822.8130804	"(54545.6, 61494.5]"	39.8	37.9	40.8	"Fulton County, Ohio"	"Ohio"	"Midwest"	2.59	59.8	15.7	36.2	NA	8.9	40.8	11.5	62.7	6.7	78.8	NA	57.1	28.9	14.3	94.22148994	0.567259033	0.329528069	3.318818407	60.4843182	6.632331301	""	""
789	295	159.2	437.3	59382	164427	13.2	395.3122054	"(54545.6, 61494.5]"	37.7	36.2	39.1	"Greene County, Ohio"	"Ohio"	"Midwest"	2.41	51.4	7.4	20.3	NA	12	25.6	19.4	56.9	7.6	76.6	NA	49.9	29.4	15.2	86.12965309	7.22751413	2.995882869	0.417803547	52.00990932	4.699355673	""	""
173	83	210.9	445.6	41161	32596	20	0	"(40362.7, 42724.4]"	39.5	38.1	41	"Jackson County, Ohio"	"Ohio"	"Midwest"	2.5	49.1	22.8	43.7	NA	4.1	41.8	10.9	50.9	11.5	59.4	NA	41	42.2	25.8	96.97144944	0.61484142	0.097400621	0.140013393	47.41545335	5.240979721	""	""
130	62	206.9	435.2	38081	23257	22.6	42.99780711	"(37413.8, 40362.7]"	42.3	42	42.8	"Meigs County, Ohio"	"Ohio"	"Midwest"	2.49	53.8	18.2	41.7	NA	8	43.5	8.3	46.4	12.1	56.9	40.7	37.3	45.9	27.4	97.48221361	1.111915818	0.191709624	0.038341925	52.45655439	5.707001373	""	""
88	41	188.9	423.2	40646	14409	15.7	0	"(40362.7, 42724.4]"	45.6	44.9	46	"Monroe County, Ohio"	"Ohio"	"Midwest"	2.37	56.7	16.5	40	NA	7.6	51.2	6.7	NA	7.4	65.2	NA	42.1	41	20.7	97.99958754	0.488073142	0	0	53.31902246	6.140350877	""	""
89	39	187.9	438.4	37923	14777	18.1	0	"(37413.8, 40362.7]"	43.9	43.3	44.7	"Morgan County, Ohio"	"Ohio"	"Midwest"	2.41	58.4	16.3	52.1	NA	1.2	47.5	7.2	47.1	9.3	58.6	41	38.6	43.1	24	93.20726883	3.540535104	0.127405619	0.268222356	57.0751634	5.657937278	""	""
282	121	197.4	460.5	54868	56998	13.2	0	"(54545.6, 61494.5]"	39.1	37.2	40.7	"Pickaway County, Ohio"	"Ohio"	"Midwest"	2.68	51.3	20.5	30.9	NA	7.1	42.9	11.2	54.7	6.9	72.5	NA	53.2	31.9	17.1	93.89365655	3.250464478	0.293727329	0.102627621	57.2713258	5.002432301	""	""
527	210	168.7	447.1	46128	92916	13.4	32.28722717	"(45201, 48021.6]"	41	39.3	42.7	"Tuscarawas County, Ohio"	"Ohio"	"Midwest"	2.49	54.9	16.1	43.2	NA	6.5	46.9	9.9	58.2	7	67.7	52.6	48.3	34.9	18.3	96.6395892	0.84468753	0.37541668	0.495161656	53.99449786	5.283776996	""	""
156	67	172.1	425	49565	28562	10.1	0	"(48021.6, 51046.4]"	41.5	40.3	42.6	"Van Wert County, Ohio"	"Ohio"	"Midwest"	2.49	56.3	16.7	41.5	34.6	7.1	48.7	9.4	58.2	7.5	71.4	53.4	49	36.5	18	96.57754759	0.899356103	0.279955207	0.804871221	55.08586526	4.894094994	""	""
193	91	185.1	412.3	42214	37120	14.2	0	"(40362.7, 42724.4]"	41.6	40	43.2	"Williams County, Ohio"	"Ohio"	"Midwest"	2.39	52	15.2	46.1	NA	6.2	45.4	9.3	57.5	7.1	71.4	53.8	49.9	36.2	18.7	95.64007917	1.19563473	0.353073343	1.270529075	50.02640264	7.598197038	""	""
129	57	190.6	461.7	47905	22243	10	0	"(45201, 48021.6]"	42	40.8	43.5	"Wyandot County, Ohio"	"Ohio"	"Midwest"	2.38	55.9	22.3	32.7	34.5	10.5	48.2	9.7	62.1	6.6	77.1	NA	56.2	28.5	12.4	98.63355143	0.191391819	0.146882094	0.685449771	52.26761016	4.962066844	""	""
62	24	180.2	472.6	44309	9833	18.4	0	"(42724.4, 45201]"	41.1	37.7	45.5	"Blaine County, Oklahoma"	"Oklahoma"	"South"	2.25	50.8	29.9	25	NA	3.3	39.4	12.2	43	3	65.1	44.7	36.3	41.1	19.9	78.80733945	5.616717635	0.265035678	3.628950051	49.58100559	2.110199297	""	""
53	20	150.3	457.3	39743	6856	15.8	0	"(37413.8, 40362.7]"	52.2	52	52.5	"Wallowa County, Oregon"	"Oregon"	"West"	2.18	57.3	16.7	39	40.6	3.8	33.1	13.9	50.7	9.5	64.4	39.1	26.3	48	21.3	95.59574158	0.30625638	0.233338195	0.350007292	49.3835172	4.545454545	""	""
512	193	168.6	466.8	52903	102659	15.4	301.9706017	"(51046.4, 54545.6]"	38.2	36.9	39.4	"Yamhill County, Oregon"	"Oregon"	"West"	2.78	51.9	12.1	33.6	NA	5.5	29.8	14.9	55	9.7	67.7	52.8	46.1	34.6	18.9	88.02697811	1.236167288	1.277702509	4.509538267	54.91358025	4.397120317	""	""
248	105	172.7	423.7	44531	45668	15.1	0	"(42724.4, 45201]"	42.5	40.7	44.1	"Huntingdon County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.36	51.4	9.9	50.5	34.3	5.2	51.7	9.1	48.6	8.1	70.5	51.5	45.9	38.2	17.9	92.1491744	5.284712238	0.457456542	0.411710887	55.09433962	6.823375775	""	""
124	54	162.9	393.5	48944	24737	12.3	0	"(48021.6, 51046.4]"	43	42.2	43.9	"Juniata County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.61	56.3	24.4	47.1	NA	3.8	51	8	56.2	5.7	69.6	52.3	46.5	31.9	13.1	96.71352048	0.757179105	0.394699746	1.276732853	56.92536996	5.734425605	""	""
304	113	168.3	485.2	40957	46500	16.3	559.1397849	"(40362.7, 42724.4]"	43.5	42.2	44.5	"Mifflin County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.46	53	24.8	44.5	NA	5.7	50.2	8.2	53.2	6.4	63.3	44.3	39.5	39.6	18.9	97.32833423	0.719871452	0.482056776	0.203535083	51.21833921	5.671766053	""	""
866	334	180	460.1	59492	166397	13.3	24.03889493	"(54545.6, 61494.5]"	41.8	40.9	42.5	"Monroe County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.89	49.6	9.7	35.3	NA	6.7	36.6	14.9	56	12	70.6	55	48.5	31.6	16	78.09877234	13.61440544	2.211089998	2.690596315	55.42524041	4.318836947	""	""
1931	677	172.7	525.7	61510	300813	10	365.6756856	"(61494.5, 125635]"	41.8	40	43.2	"Northampton County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.56	51.4	9.3	28.7	NA	9.1	35.3	17.2	59.2	7.3	77.1	60.3	54.2	30.1	13.5	86.47568888	5.04145306	2.749519385	2.400072092	53.42832095	4.239802406	""	""
114	52	191.9	456.5	40323	17093	14.3	0	"(37413.8, 40362.7]"	45.8	44.5	46.8	"Potter County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.57	52.1	15	45.4	31.9	7.7	48.2	9.2	49.5	6.9	67.2	46.4	40.7	40.6	18.5	97.75565403	0.575473327	0.345283996	0.270472464	52.76653171	6.77146312	""	""
369	160	199.4	487.7	43810	53119	16.2	244.7335228	"(42724.4, 45201]"	45.4	43.9	46.9	"Venango County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.38	53.5	17.9	46.5	NA	7.2	49.7	10.7	53.2	8.1	67.3	48.1	43.3	41.3	20.3	96.82039105	0.888583831	0.387711943	0.144696323	51.88666456	5.128205128	""	""
295	113	179.3	496.8	44651	40396	14.1	0	"(42724.4, 45201]"	46.2	44.9	47.2	"Warren County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.35	54.4	18.6	41.8	NA	9.3	47.2	11.7	NA	6.6	73.5	51.8	47	36.9	14.8	97.85410869	0.493139983	0.488257409	0.087886334	52.2468299	5.312538077	""	""
1356	561	186.3	482.5	55796	208261	10.7	96.03334278	"(54545.6, 61494.5]"	44.2	42.7	45.4	"Washington County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.42	52.5	10.3	33.9	45.7	10	39.3	18.1	58	6.5	77.7	59.5	53.3	32.5	13.3	93.95656642	2.947278438	0.853399672	0.226196536	52.24566809	4.918324654	""	""
2467	883	170.2	488.7	58471	442867	10.2	85.80454177	"(54545.6, 61494.5]"	40.7	39.5	41.9	"York County, Pennsylvania"	"Pennsylvania"	"Northeast"	2.57	52.6	14.4	40.4	NA	9	41	14.9	61.8	7.3	75.1	60	54.7	30.1	15	88.82818542	5.861119956	1.362188964	1.583723787	53.48532996	4.689714916	""	""
101	55	212.1	396.7	32205	21725	27	0	"[22640, 34218.1]"	39.8	38.7	41.1	"Barnwell County, South Carolina"	"South Carolina"	"South"	2.61	42.8	19.5	37.5	NA	2.2	37.5	9.1	NA	14.7	54.8	NA	30.7	43.4	25.6	51.71961263	44.97692099	0.705946239	1.520499593	41.15532119	5.998421468	""	""
93	30	150.9	468	41209	14781	19.3	0	"(40362.7, 42724.4]"	45.3	44.2	46.5	"Calhoun County, South Carolina"	"South Carolina"	"South"	2.45	53.3	19.4	35.3	NA	4.5	37.2	11	52.4	8.6	60.8	43.8	39.8	38.2	18.9	54.20510763	42.40540179	0	2.219548068	47.81021898	5.434122647	""	""
225	105	211.7	459	35558	37731	23	53.00681138	"(34218.1, 37413.8]"	41.7	41.3	42.3	"Colleton County, South Carolina"	"South Carolina"	"South"	2.53	42.9	31.7	39.1	NA	2.5	37.9	8.8	49.2	12.4	48.8	34.4	28.3	45.3	29	57.7570782	38.38543311	0.036838228	1.089359015	40.72695275	6.084407972	""	""
150	73	204.7	425.3	30516	31234	29.8	0	"[22640, 34218.1]"	37.8	35.3	39.3	"Dillon County, South Carolina"	"South Carolina"	"South"	2.69	41.4	29.6	40.7	NA	1.8	38.9	6.2	44.8	13.2	45.2	32	28	49.1	32.1	47.38030857	46.64227772	0.235406394	0.846190552	41.0109432	5.525568182	""	""
123	48	157.8	399.8	44129	26514	17.5	0	"(42724.4, 45201]"	42.1	40.7	43.9	"Edgefield County, South Carolina"	"South Carolina"	"South"	2.6	45.6	26.8	36.2	NA	6.8	36.3	11.4	45.9	8.9	65	NA	45.6	34.9	19.2	59.0455679	36.63190509	0.343837376	2.063024258	48.85664028	3.616566206	""	""
2249	860	175.4	461.7	49659	491863	14.7	1099.899769	"(48021.6, 51046.4]"	37.7	36.5	38.7	"Greenville County, South Carolina"	"South Carolina"	"South"	2.58	50.5	15	29.9	NA	12.3	26.3	20.7	58.6	7.6	66.7	NA	48.1	29.3	16.5	76.24483316	18.27973291	2.137067991	1.225934559	50.47870034	5.183355631	""	""
250	101	160	419.3	53203	45463	14	0	"(51046.4, 54545.6]"	44.1	42.6	45.2	"Burnet County, Texas"	"Texas"	"South"	2.58	55.9	23.2	39.8	NA	3.9	31.9	15.6	52.4	5.1	61.3	44.2	36.5	37.5	19.2	93.19952881	2.34913012	0.310347952	2.374048568	55.08264463	4.124513619	""	""
107	47	182.1	435.6	46705	21895	17.3	0	"(45201, 48021.6]"	38.1	37.7	38.7	"Calhoun County, Texas"	"Texas"	"South"	2.68	54.3	22.9	36.8	36.6	3.7	31.8	10.7	56.5	7.2	61.2	48.1	44.4	31.9	18.6	87.63038863	2.880088618	3.540108926	1.075417705	52.47685764	7.088398929	""	""
34	15	192.3	441.6	39025	7088	22	0	"(37413.8, 40362.7]"	34.6	31.6	37.3	"Childress County, Texas"	"Texas"	"South"	2.44	49.2	35.1	35.3	NA	5.6	40.1	11.6	45	5.2	64.6	45.5	41.1	38.2	18.6	80.76214761	9.633092506	1.884119564	3.244085565	53.82685069	12.14642263	""	""
61	25	167.3	421.4	50993	10360	13.5	0	"(48021.6, 51046.4]"	45.7	43.8	46.7	"Clay County, Texas"	"Texas"	"South"	2.51	59.7	20.9	33.2	NA	5.3	39.5	11	54	6.8	65.3	45.1	38.2	35.1	16.3	94.81820784	0.715717149	0.391258708	1.20240481	57.76652195	4.377431907	""	""
53	26	182.5	394.5	37497	8338	22.6	0	"(37413.8, 40362.7]"	47.1	47	47.3	"Coleman County, Texas"	"Texas"	"South"	2.49	61.5	33.6	37.9	NA	2.1	41.1	9.2	46.7	8.2	46.8	28.9	25	44.3	22.8	93.40440487	2.366447985	0.820056232	1.546391753	57.94419971	3.569230769	""	""
678	278	182.3	461.9	49261	125467	15.3	255.0471439	"(48021.6, 51046.4]"	40.2	38.5	41.4	"Grayson County, Texas"	"Texas"	"South"	2.55	52.3	21.1	29.1	45.5	4.3	32	13	NA	7.8	62.2	46.6	41.1	33.4	17	86.86268122	5.965955367	1.087310637	1.936797524	50.44795086	6.10521758	""	""
278	117	190.7	459.5	53872	55865	12.9	0	"(51046.4, 54545.6]"	38.9	38.1	39.5	"Hardin County, Texas"	"Texas"	"South"	2.64	58.4	18.1	41.7	NA	3.7	38.2	10.8	55.8	5.5	65.9	51.6	47.7	27.8	14.1	91.09887133	5.807674944	0.633860045	1.094356659	57.44026155	5.506783719	""	""
314	129	176.3	429.7	48461	66746	17.1	344.589938	"(48021.6, 51046.4]"	37.5	36.3	38.9	"Harrison County, Texas"	"Texas"	"South"	2.76	53.3	12.5	34.5	NA	4.3	34	14	55.6	7.7	60.7	47.8	43.4	31.5	17.9	72.92711203	21.66463405	0.525467877	2.773386332	56.07321838	5.790913336	""	""
94	37	155.2	390.1	50124	23433	14.4	0	"(48021.6, 51046.4]"	32.8	31.9	34.3	"Hockley County, Texas"	"Texas"	"South"	2.8	53.4	13.7	23.5	NA	2.1	26.2	11.2	60.1	6.4	57.5	NA	41.7	29.6	17.8	84.59823343	3.520281279	0.360174942	7.718034474	54.61738163	6.633380884	""	""
340	140	167.2	438.5	55472	55423	12.4	0	"(54545.6, 61494.5]"	46.9	44.9	48.2	"Hood County, Texas"	"Texas"	"South"	2.51	58.3	20.4	36.9	NA	3	28.4	17.1	51	5	64.9	45.3	37.6	36.3	16	93.66007786	0.818115138	0.626281244	3.116360422	57.52914198	6.844366335	""	""
9	3	142.5	435.8	63054	1554	8.6	0	"(61494.5, 125635]"	44.9	43.4	47.1	"Irion County, Texas"	"Texas"	"South"	2.5	67	21.8	36.6	NA	0	34.9	10.5	62.2	4.4	71.3	57.7	51.7	23.2	7.4	90.08515815	0	0	6.265206813	63.2218845	5.459770115	""	""
72	35	189.2	409.1	52185	14816	14.7	0	"(51046.4, 54545.6]"	39	38.9	39.1	"Jackson County, Texas"	"Texas"	"South"	2.79	56.4	19.5	46.2	NA	7.4	33.9	13.6	55.8	5.2	66.8	53.8	47.4	29.7	16.2	88.08504763	7.241474527	0.207096507	2.229739058	57.89782736	5.209698558	""	""
336	152	166.3	411.2	44113	50955	17.6	98.12579727	"(42724.4, 45201]"	47.9	45.7	49.7	"Kerr County, Texas"	"Texas"	"South"	2.38	50.7	19.6	40.1	NA	1.4	27.8	18.4	49.4	8	58.3	37.6	29.1	42.5	19.2	92.43055694	1.635127321	0.853456699	2.608227482	48.39043119	5.271431566	""	""
10	4	181.3	469	54458	2069	15.6	0	"(51046.4, 54545.6]"	32.4	23.7	40.2	"Oldham County, Texas"	"Texas"	"South"	2.52	53.7	28.9	42.6	28.4	0	19.6	20.2	50.1	7.4	70.3	52.2	45.5	33.9	15.8	85.36938677	6.953162723	0.531144375	0.482858522	64.53125	8.831908832	""	""
164	66	183.7	466.6	40862	27895	18.6	0	"(40362.7, 42724.4]"	41.2	39	42.6	"Palo Pinto County, Texas"	"Texas"	"South"	2.62	51.8	24.3	49	NA	1.8	37	10.6	51.4	8.3	52.2	38	31.9	37.2	21.5	90.58772967	2.449768991	0.390387164	3.996991512	49.61181594	4.602721317	""	""
306	139	202.5	443.3	51958	67357	15.8	0	"(51046.4, 54545.6]"	35.5	34	36.9	"San Patricio County, Texas"	"Texas"	"South"	2.87	51.5	22.5	39.2	NA	2.8	31.1	10.3	57	5.2	58.1	46.9	42.6	31.4	19	92.21431815	2.096261541	0.976237324	2.445890722	53.95285545	8.977719528	""	""
37	15	133.2	374.1	37527	7533	20.9	0	"(37413.8, 40362.7]"	36.1	34.5	37.8	"Swisher County, Texas"	"Texas"	"South"	2.73	54.8	20.3	52.8	NA	0	35	11.2	46.8	6.4	55.8	42.5	36.4	40	25.3	83.76766498	6.365875794	0.350058343	2.787501621	57.40169622	7.342657343	""	""
6894	2471	164.3	441.1	58127	1982498	15.2	153.8463091	"(54545.6, 61494.5]"	34	33	34.8	"Tarrant County, Texas"	"Texas"	"South"	2.81	49.4	16.2	31.6	43.5	8.7	23.8	20.6	63.9	6.9	62.7	NA	47.5	25.1	16.4	70.64187167	15.42068376	4.963003898	5.383734669	49.65468721	5.979489664	""	""
152	74	222.5	483.4	39232	21737	18.3	0	"(37413.8, 40362.7]"	44.1	42.9	45.3	"Henry County, Missouri"	"Missouri"	"Midwest"	2.29	55.6	18.9	44.5	31.7	4.9	41.3	10.2	53	7.4	62	NA	34.7	41	19.8	96.1423255	1.720068984	0.158845421	0.013615322	50.39924354	5.062186341	""	""
194	88	178.5	412	39908	38180	18.6	0	"(37413.8, 40362.7]"	39.6	39	40.4	"Lawrence County, Missouri"	"Missouri"	"Midwest"	2.6	57.1	17.7	46.3	NA	1.5	38.7	11.8	53.5	7	62.1	48.2	42.6	35.5	19.9	94.77826587	0.156887355	0.525572639	2.044765192	56.5904854	4.54931457	""	""
58	28	212	463.2	41891	10207	14.3	0	"(40362.7, 42724.4]"	39.3	37.8	41.1	"Lewis County, Missouri"	"Missouri"	"Midwest"	2.45	52.1	9.5	23.6	NA	5.2	47.7	8.6	60.8	5.6	70.4	57.9	50.7	30.1	15.3	93.84585136	2.998427055	0.245772709	0.344081793	53.51014041	5.366726297	""	""
93	44	203.2	470.4	47937	15028	16.6	0	"(45201, 48021.6]"	42	42.1	41.9	"Livingston County, Missouri"	"Missouri"	"Midwest"	2.39	52.9	20.9	52.1	NA	3.1	42.6	13	54.2	5.1	69.1	NA	43.7	33.6	15.6	94.42893232	2.606036431	0.491955857	0.325754554	53.20602663	7.023060797	""	""
135	67	203.7	425.7	36867	20171	20.7	0	"(34218.1, 37413.8]"	46.5	45.9	47.4	"Morgan County, Missouri"	"Missouri"	"Midwest"	2.55	50.9	32.4	42.9	22.5	2.1	41.3	9	42.2	11.7	50.2	33.6	26.4	42.3	21.3	96.29171817	1.241038319	0.049443758	0.232385661	50.79365079	6.885245902	""	""
105	57	229.7	438.4	34631	18208	23.3	0	"(34218.1, 37413.8]"	40.5	38.7	42.1	"New Madrid County, Missouri"	"Missouri"	"Midwest"	2.49	47.4	16.3	57.3	NA	1.4	41.3	6.8	50.1	8.8	48.3	37.9	32.9	43.3	26.2	81.46216936	16.1588181	0.092336103	0.260713704	44.48737409	5.174548155	""	""
57	30	178.8	372.7	33986	9440	21.7	0	"[22640, 34218.1]"	49.7	49.2	50.6	"St. Clair County, Missouri"	"Missouri"	"Midwest"	2.31	53.6	26.7	44.6	NA	6.6	45.7	6.1	42.8	9.3	58	NA	29.3	43.3	19.2	95.92436975	1.207983193	0.262605042	0.388655462	50.98381071	3.829787234	""	""
110	54	194.4	417	40267	20826	17.5	0	"(37413.8, 40362.7]"	40.6	39.1	41.9	"Vernon County, Missouri"	"Missouri"	"Midwest"	2.5	53.3	16.2	38.4	42.4	3	41	10.1	57.9	5.4	59.7	44.3	37.8	37.4	18.6	96.17779481	0.905259124	0.694510968	0.086215155	51.61691542	5.078698846	""	""
50	15	121.4	420.2	41602	9300	15.1	0	"(40362.7, 42724.4]"	42.6	42	43.1	"Beaverhead County, Montana"	"Montana"	"West"	2.15	53.2	8.1	23.5	NA	6.8	30.1	19.8	59	6.5	75.2	56.8	43.9	29.3	11.5	95.27499731	0.129157249	0.365945539	0.204498978	49.11764706	2.454308094	""	""
125	47	184.2	510.4	48135	18186	15.4	0	"(48021.6, 51046.4]"	45.5	43.4	47.3	"Schuyler County, New York"	"New York"	"Northeast"	2.35	49.1	19.7	42.7	NA	9	38.9	10.1	53.2	6.4	64.5	49.4	44.5	39.7	21.8	96.64856056	1.118957089	0.488864747	0.092341119	47.72313297	4.740817921	""	""
1080	398	170.8	477.4	56718	180143	13.7	22.20458192	"(54545.6, 61494.5]"	43.1	42.1	44.3	"Ulster County, New York"	"New York"	"Northeast"	2.44	46.9	10.6	30.1	NA	10.5	30.2	16.5	56.4	9.3	70	NA	48.5	34.7	17.8	86.63872035	5.863761721	1.879757308	1.701047987	46.72683306	4.324719649	""	""
168	73	161.4	381.2	33521	34318	25.6	0	"[22640, 34218.1]"	42.6	40.8	43.7	"Bladen County, North Carolina"	"North Carolina"	"South"	2.37	45.9	26.2	30.8	NA	0.8	33.2	9.4	46.8	12.1	54	39.5	33.7	43.9	25.1	57.89746544	35.21889401	0.043202765	3.05875576	42.50399278	6.97029703	""	""
152	60	188.2	487.1	42730	22941	19.9	0	"(42724.4, 45201]"	44.9	42.8	47.1	"Caswell County, North Carolina"	"North Carolina"	"South"	2.55	48.4	20.9	29.8	NA	7.5	35.3	7.6	48.2	10.9	57.8	40.2	35.6	44.5	23.5	62.68663157	32.79105895	0.453093985	1.76490895	49.59658829	6.018822499	""	""
107	51	199	400.5	58024	25263	11.2	0	"(54545.6, 61494.5]"	42.6	41.8	43.3	"Currituck County, North Carolina"	"North Carolina"	"South"	2.62	60.7	19.3	49	NA	3.8	29.3	15.6	60.6	6.6	71.4	55.1	40.3	25.1	10.4	90.27845827	6.197942185	0.449126245	0.440960314	60.02150538	3.284671533	""	""
943	346	177.5	488.6	43346	164622	16.9	42.52165567	"(42724.4, 45201]"	41.5	40.3	42.8	"Davidson County, North Carolina"	"North Carolina"	"South"	2.52	54	22.6	38.3	NA	4.6	33.2	13.5	54.8	11	63	48.7	41.5	36	21	86.61109314	9.327686477	1.265660566	1.058175227	52.84685609	5.03246323	""	""
332	145	199.5	472.6	31674	52456	23.5	0	"[22640, 34218.1]"	42.1	39.6	44.6	"Halifax County, North Carolina"	"North Carolina"	"South"	2.42	39.1	23.4	37.3	NA	5.4	35.8	8.5	45.8	14.1	54.2	38	33.3	46.3	26.5	40.07339862	52.18042579	0.810755144	0.999868931	37.60480715	5.317412593	""	""
400	147	157.6	453.4	42812	59868	15.2	0	"(42724.4, 45201]"	46.8	45.4	48.2	"Haywood County, North Carolina"	"North Carolina"	"South"	2.24	55	20.3	27.9	NA	7.5	28.6	14.7	49.6	7.3	61.6	40.8	33.8	41.9	20	96.00980226	0.910934595	0.537434511	0.601656245	50.58787484	3.907580057	""	""
777	275	151.8	468	47286	112655	12.9	816.652612	"(45201, 48021.6]"	46.3	44.1	48.5	"Henderson County, North Carolina"	"North Carolina"	"South"	2.35	57.5	21.5	33.3	NA	8.7	26.4	18.3	51.4	6	64.4	42.3	34.6	40.3	18.5	90.872137	3.082419636	1.069094687	2.600278894	54.02895028	5.765351597	""	""
55	27	211.2	435	38338	9183	20.3	108.8968747	"(37413.8, 40362.7]"	43	42.4	43.8	"Crittenden County, Kentucky"	"Kentucky"	"South"	2.4	57.4	17.9	53	NA	8.1	37.9	7.2	49.7	7.1	61.7	45.2	41.3	38.2	18.3	97.40837129	1.225330731	0.043374539	0.086749078	54.51398136	4.350132626	""	""
65	31	195.3	435.4	33640	11010	21.5	0	"[22640, 34218.1]"	44.2	43.1	45.9	"Green County, Kentucky"	"Kentucky"	"South"	2.46	55.3	20.9	43.5	NA	7.7	46	6.2	49.1	9	59.7	44.4	39.1	42.9	24.6	94.69010674	3.040631447	0.627859001	0	55.77395577	5.095541401	""	""
526	205	202.2	512.4	50407	106439	14.3	112.7406308	"(48021.6, 51046.4]"	35.7	34	37.7	"Hardin County, Kentucky"	"Kentucky"	"South"	2.58	52.8	10	39.4	NA	6.5	32.1	13	55.3	8.2	72.2	52.8	36.2	33.7	16.4	79.82404747	11.69079969	2.279385096	0.95788113	51.27798692	5.822489804	""	""
108	51	185.8	396.8	54086	22872	11.1	87.44316194	"(51046.4, 54545.6]"	41.2	39.8	42.7	"Franklin County, Indiana"	"Indiana"	"Midwest"	2.57	61.6	24.7	27.4	40.6	7.3	42.6	12.9	61.6	6.4	73.6	60.3	54.6	29	15.1	98.0117724	0.239808153	0.553738827	0.318290822	62.51130199	3.468663776	""	""
